ink,0,1,2,3,4,5,6,7,8,9
19626,0,1,0,0,0,0,0,1,0,0
19627,0,0,0,1,0,0,0,1,0,0
19628,0,0,0,0,0,0,0,1,0,1
19629,0,0,0,0,0,1,0,0,0,0
19630,0,0,0,1,0,0,0,1,0,0
19631,0,0,0,0,0,0,0,2,1,2
19632,0,0,0,1,0,0,0,0,0,0
19633,0,1,0,0,1,0,0,1,0,0
19636,0,1,0,0,0,0,0,0,0,0
19637,0,0,1,0,0,0,1,0,1,0
19638,1,0,0,0,0,1,0,1,0,1
19639,0,2,0,0,0,1,0,0,0,0
19640,0,0,0,0,1,1,0,0,0,0
19641,0,0,0,0,0,0,0,0,0,1
19642,1,0,0,0,0,0,0,0,0,0
19643,0,0,0,1,0,0,0,1,0,1
19645,0,1,0,0,0,0,0,0,0,0
19646,0,0,0,1,0,0,0,0,0,1
19647,0,0,1,0,0,0,0,0,0,0
19648,0,1,0,0,0,0,0,0,0,1
19649,0,0,0,0,0,1,0,0,0,1
19651,0,0,0,0,1,0,0,0,0,1
19653,0,0,0,0,0,0,0,1,0,0
19654,0,0,0,0,1,0,0,0,0,0
19657,0,0,0,1,0,0,0,0,0,0
19658,0,0,0,0,1,0,0,0,0,1
19659,0,0,0,0,0,0,1,0,0,0
19661,0,0,0,0,0,0,1,1,0,0
19662,0,0,1,0,0,0,0,0,0,0
19664,0,0,0,0,1,0,0,0,0,0
19665,0,0,0,0,0,1,0,0,0,0
19667,0,0,1,0,1,0,0,0,0,1
19668,0,0,0,1,0,0,0,0,0,0
19670,0,0,0,0,0,1,0,0,0,0
19672,0,0,0,0,0,0,0,1,0,0
19673,0,1,0,0,0,0,0,0,0,1
19674,0,0,0,0,0,0,1,0,1,1
19675,0,0,0,0,0,1,0,1,0,0
19676,0,0,0,1,1,0,0,0,0,0
19678,0,0,0,0,1,0,0,1,0,0
19679,0,0,0,0,0,0,0,0,0,1
19680,0,0,0,0,1,1,0,1,0,0
19681,0,0,0,0,0,0,1,1,0,0
19682,0,0,0,0,1,0,0,0,0,0
19683,0,0,1,0,0,1,0,0,0,0
19684,0,0,0,0,0,1,0,0,0,2
19685,0,1,0,0,0,1,0,0,0,1
19686,0,0,0,0,0,0,0,1,0,0
19687,0,0,0,0,1,0,0,0,0,0
19688,0,0,0,0,0,1,1,0,0,0
19689,0,0,1,1,0,0,2,0,0,0
19690,0,0,0,0,0,0,0,0,0,1
19691,0,0,0,0,0,0,0,0,0,1
19692,0,1,0,0,0,0,0,0,0,0
19693,0,0,0,0,0,0,0,0,0,1
19694,0,0,0,1,0,0,0,1,0,0
19695,0,0,0,1,0,0,0,0,0,0
19696,1,0,1,0,0,0,0,0,0,1
19698,0,0,0,0,0,1,0,0,0,0
19699,0,0,0,0,0,1,0,0,0,0
19700,0,0,0,0,0,0,0,1,0,0
19701,0,1,0,0,2,0,0,1,0,1
19702,0,0,0,0,0,1,0,0,0,1
19705,0,0,0,0,1,0,0,1,0,0
19706,0,0,0,1,0,0,0,0,1,0
19707,0,0,0,0,0,1,0,0,0,1
19708,0,0,2,0,0,1,0,0,0,1
19709,0,1,0,0,0,0,0,1,0,0
19710,0,0,1,0,0,0,0,0,0,0
19711,0,0,0,0,0,1,0,1,0,0
19712,0,0,0,0,0,1,0,2,0,1
19713,0,0,0,0,0,0,0,0,0,1
19714,0,0,0,0,0,0,0,1,1,0
19715,0,0,1,0,0,0,0,0,0,0
19716,0,0,0,0,0,1,0,0,0,0
19718,0,0,0,0,0,0,0,1,0,0
19719,0,1,0,0,0,0,0,0,0,0
19720,0,0,0,0,1,0,0,1,2,0
19721,0,0,0,0,0,0,1,0,0,0
19722,0,0,0,1,0,0,0,0,0,0
19723,0,0,1,1,0,0,0,0,0,0
19724,0,0,0,0,0,1,0,0,0,0
19725,0,0,0,0,1,0,0,1,0,1
19726,0,0,0,0,0,1,0,0,0,0
19727,0,0,0,0,0,0,0,1,0,0
19728,0,0,0,0,1,1,1,0,0,0
19731,0,0,0,1,0,0,0,0,0,1
19732,0,0,0,0,2,0,0,0,1,1
19734,0,0,0,0,0,0,0,1,1,1
19735,0,0,0,0,1,1,0,0,0,0
19736,0,0,0,0,1,0,0,1,0,0
19737,0,0,0,0,0,1,0,0,0,0
19739,0,0,0,0,0,0,0,0,1,0
19740,0,0,1,0,0,0,0,0,0,0
19741,0,0,0,0,1,0,0,1,0,0
19742,0,0,0,0,0,1,0,0,0,1
19745,0,0,0,1,0,1,0,0,0,0
19747,1,0,0,0,1,1,0,1,0,0
19748,0,0,0,0,2,0,0,0,0,0
19749,0,0,0,0,0,1,0,0,0,0
19750,0,0,0,0,0,0,0,0,0,1
19751,0,0,0,0,0,0,0,0,1,0
19752,0,0,0,0,0,0,0,0,0,1
19754,1,0,0,0,0,0,0,0,0,0
19757,0,0,0,1,0,0,0,0,1,0
19758,0,0,0,0,0,0,1,0,0,0
19759,0,0,0,1,1,0,0,0,0,1
19761,0,0,0,1,2,0,0,1,1,0
19762,0,0,0,0,0,0,1,0,1,0
19764,0,0,0,0,0,0,0,0,0,1
19765,1,0,0,0,0,0,0,0,0,0
19767,0,0,0,0,1,0,0,0,0,0
19768,0,0,0,0,1,0,0,0,0,0
19772,0,0,1,0,0,0,0,0,0,0
19774,0,0,0,0,0,0,0,0,0,2
19775,0,0,0,0,0,0,0,1,0,0
19776,0,0,0,0,0,1,0,0,0,0
19778,0,0,0,0,0,0,0,1,0,0
19779,0,0,0,0,0,0,0,0,1,0
19780,0,1,0,0,1,0,0,1,0,0
19782,0,0,0,0,0,0,1,1,0,0
19783,0,0,0,0,0,0,0,1,0,0
19784,0,0,0,1,0,0,0,0,0,1
19785,0,2,0,1,0,0,0,0,0,0
19786,0,0,0,0,0,1,0,1,0,0
19789,0,1,0,0,0,1,0,0,0,0
19790,0,0,0,1,0,0,2,0,0,0
19791,0,0,0,0,0,0,1,0,0,1
19792,0,0,0,1,0,0,0,0,0,0
19794,0,0,0,0,0,0,0,1,0,0
19795,0,0,0,0,0,0,0,1,0,0
19796,0,1,0,0,1,0,0,0,0,0
19797,0,0,0,0,1,0,0,0,0,0
19798,0,0,0,0,0,0,0,1,1,0
19799,0,0,0,0,1,0,1,0,1,0
19800,0,0,0,0,0,1,0,0,0,0
19801,0,0,0,1,0,0,0,0,1,0
19804,1,0,0,0,1,0,0,1,0,0
19805,1,0,0,0,0,0,0,0,0,0
19806,0,0,0,0,0,0,1,0,0,0
19807,0,0,0,0,0,0,1,0,0,0
19808,0,0,0,0,1,0,0,0,0,0
19809,0,1,0,0,0,0,0,0,0,0
19810,0,0,0,0,0,0,1,0,0,1
19811,0,0,0,0,0,0,0,1,0,0
19812,0,0,0,1,0,0,0,0,0,0
19813,0,0,0,0,0,0,0,1,0,1
19814,0,1,0,0,0,0,0,0,0,0
19815,0,0,0,0,1,0,0,1,0,0
19816,0,1,0,0,0,0,0,0,0,0
19817,0,0,0,0,0,1,0,1,0,0
19819,0,0,0,0,0,1,0,0,0,0
19820,0,1,0,1,0,0,0,0,0,1
19822,1,0,0,0,0,1,0,0,0,0
19823,0,0,0,1,0,0,1,0,1,1
19824,0,0,0,0,0,0,1,0,0,0
19826,1,0,0,0,0,0,0,0,1,1
19827,0,0,0,0,0,0,0,3,0,1
19829,0,0,1,0,0,0,0,1,0,0
19830,0,0,1,1,0,1,0,0,0,0
19832,0,0,0,1,1,1,0,0,0,0
19833,0,1,0,0,0,0,0,1,0,0
19835,0,0,0,1,1,0,1,1,1,0
19836,0,0,0,0,0,1,1,1,0,1
19837,0,0,0,0,1,1,0,0,0,0
19839,0,0,0,0,1,0,0,1,0,0
19840,0,0,0,0,2,0,0,1,0,0
19842,0,1,0,0,1,1,0,0,0,0
19843,0,0,0,0,0,0,0,1,0,1
19844,0,0,0,0,0,0,1,0,0,0
19845,0,0,1,0,0,0,0,0,0,0
19846,0,0,0,0,1,0,0,1,0,0
19847,0,0,0,0,1,0,0,0,0,0
19848,0,1,0,0,0,0,0,0,0,0
19849,0,0,0,0,0,0,0,1,0,0
19850,0,0,0,0,0,1,1,0,0,0
19851,0,0,0,0,0,0,0,0,0,1
19853,0,0,0,0,0,0,0,1,0,0
19854,0,0,0,0,0,1,0,1,1,1
19855,0,0,0,0,0,0,0,1,0,0
19858,0,1,0,0,0,0,0,1,0,0
19859,0,0,0,0,0,0,1,0,0,0
19860,0,0,0,0,1,0,0,0,0,0
19861,0,0,0,0,0,0,0,1,0,0
19862,0,0,1,0,1,0,0,1,0,0
19863,0,0,1,0,0,1,0,0,0,0
19864,0,0,0,0,1,0,0,3,0,0
19865,1,0,0,0,0,2,0,0,0,0
19866,0,0,0,0,1,0,0,0,0,0
19867,0,1,0,0,1,0,0,0,1,0
19868,1,0,0,0,0,0,0,0,0,0
19869,0,1,0,0,0,1,0,1,0,0
19870,0,0,0,0,0,1,0,0,0,1
19871,0,1,0,0,0,0,0,1,0,0
19872,0,0,0,1,1,0,0,0,0,2
19874,0,1,0,0,0,0,0,0,0,0
19875,0,0,0,0,0,0,1,0,0,0
19876,0,0,0,0,0,0,0,1,0,0
19878,0,0,0,0,0,0,0,0,1,0
19879,0,1,0,0,0,0,0,0,0,0
19882,0,0,0,0,1,0,0,1,0,0
19883,0,0,0,0,0,0,0,2,0,0
19884,0,0,0,0,0,0,1,0,0,0
19885,0,0,0,0,0,0,0,1,0,0
19886,1,0,0,0,0,0,0,0,0,0
19887,0,0,0,0,1,0,0,0,0,0
19889,0,1,0,0,1,0,0,0,0,0
19890,0,0,1,0,0,0,0,0,0,0
19892,0,0,0,0,0,1,0,1,0,1
19893,0,0,0,0,0,0,1,0,0,0
19894,0,0,0,0,0,0,2,0,0,0
19895,0,0,0,0,0,0,0,0,1,0
19896,0,1,0,0,0,0,0,0,1,0
19899,0,0,0,1,0,0,0,2,0,0
19901,0,1,0,0,1,1,0,0,0,0
19902,0,0,0,0,0,1,0,0,0,0
19903,0,0,0,0,0,0,0,0,0,1
19904,0,0,0,0,0,0,0,0,0,1
19906,0,0,0,0,1,0,0,0,0,0
19907,0,0,0,0,0,1,0,0,0,0
19908,0,0,0,1,0,0,0,0,1,0
19909,0,1,0,0,0,0,0,0,0,0
19910,0,0,0,0,0,0,0,0,0,1
19911,0,0,0,0,0,0,0,1,0,0
19912,0,0,1,0,0,0,0,0,0,0
19913,0,1,0,1,0,0,1,0,1,0
19915,0,0,0,0,0,0,0,0,0,1
19916,0,0,0,0,0,0,0,0,0,1
19917,0,0,0,0,1,0,0,0,1,0
19918,0,0,0,1,0,0,0,0,0,0
19919,0,0,0,0,0,0,0,0,1,0
19920,0,0,0,0,0,0,0,0,1,0
19922,0,0,0,1,0,1,0,0,0,0
19923,0,0,0,0,0,0,0,1,0,0
19924,0,0,0,0,0,0,0,1,0,0
19926,0,0,0,0,0,1,0,0,0,0
19927,0,0,0,0,0,0,0,0,0,2
19928,0,0,0,0,0,1,0,0,0,0
19929,0,1,0,0,0,0,0,1,0,1
19930,0,0,0,0,0,0,0,2,0,1
19931,0,0,0,0,0,0,0,0,0,1
19933,0,0,0,0,0,1,0,0,0,0
19934,0,0,0,0,0,0,0,0,2,0
19935,1,0,0,0,0,0,0,0,0,0
19936,0,0,0,0,0,0,0,0,1,0
19937,0,1,0,0,0,0,1,0,0,0
19939,0,0,0,0,0,0,0,0,0,2
19940,0,0,0,0,0,1,0,0,0,0
19941,0,0,0,0,0,1,0,0,0,0
19943,0,0,0,0,0,1,0,0,0,0
19944,0,1,0,0,0,0,0,1,0,0
19945,0,0,1,0,0,2,0,0,0,1
19946,0,0,0,1,0,0,0,1,0,1
19947,0,0,1,0,1,0,0,0,1,0
19948,0,1,0,0,0,0,0,0,0,1
19950,0,0,0,0,0,0,0,0,0,1
19951,0,0,1,0,0,1,0,1,0,0
19956,0,2,0,0,1,0,0,0,0,0
19957,1,0,0,0,1,0,1,0,0,0
19959,0,0,0,0,0,2,0,0,1,0
19960,0,0,0,0,0,0,0,0,0,1
19962,0,0,0,0,2,1,0,0,0,1
19963,0,0,0,0,0,1,0,0,0,0
19964,0,0,0,1,0,0,0,2,0,0
19965,0,0,0,0,0,0,0,1,0,0
19967,0,0,1,0,0,0,0,0,0,0
19968,0,0,0,0,1,0,0,1,0,0
19969,0,0,0,1,0,0,0,0,1,1
19972,0,0,0,0,2,0,0,1,0,0
19973,0,0,0,1,0,0,0,0,0,0
19974,1,0,0,0,0,1,0,0,0,0
19975,0,0,0,0,0,0,1,0,0,1
19977,0,0,0,0,0,0,0,0,0,1
19978,0,0,0,0,0,0,0,1,1,0
19979,0,0,0,0,0,1,0,1,0,0
19980,0,1,0,2,0,1,1,1,0,0
19981,0,0,0,0,0,1,0,0,0,2
19982,0,0,0,0,1,0,0,0,0,0
19983,0,0,1,0,0,1,0,0,0,0
19985,0,1,0,0,0,0,1,0,0,1
19986,0,1,0,0,0,2,0,0,0,0
19987,0,1,0,1,0,0,0,0,0,0
19988,0,1,0,1,0,0,0,1,0,0
19990,0,1,0,0,0,0,0,0,0,0
19991,1,0,0,0,2,0,0,0,0,0
19992,0,0,1,0,0,0,0,0,0,0
19993,0,2,0,0,1,0,1,0,0,2
19994,0,1,0,0,0,0,0,0,0,0
19995,0,0,0,0,0,0,0,0,0,1
19996,0,0,0,0,0,1,0,0,0,0
19999,0,1,0,0,0,0,0,0,0,0
20000,0,1,0,0,0,0,0,0,0,0
20001,0,0,0,0,1,0,0,0,0,1
20002,0,1,0,0,0,0,0,0,0,0
20004,0,1,0,0,2,0,0,0,0,0
20005,0,0,0,0,1,1,0,0,0,0
20006,0,0,0,0,0,1,1,0,0,0
20007,0,0,0,1,0,1,0,0,0,0
20009,0,0,0,0,0,0,0,0,1,0
20010,0,0,0,1,0,0,1,0,0,0
20012,0,0,0,1,0,0,0,0,0,0
20013,0,0,0,0,0,0,0,0,0,1
20015,0,0,0,0,0,0,0,0,1,0
20016,0,0,0,0,0,0,0,1,0,0
20018,0,0,0,0,2,0,0,1,0,0
20019,0,0,0,1,0,0,0,0,0,1
20021,0,0,0,0,1,0,0,0,0,1
20022,0,0,0,0,0,0,1,0,0,0
20023,0,1,0,0,0,0,0,0,0,0
20024,0,0,0,0,0,0,0,1,0,1
20025,1,0,0,0,0,0,0,0,0,0
20026,1,1,0,0,0,0,1,0,0,0
20028,0,0,0,0,0,0,1,0,0,0
20029,0,1,0,0,0,0,1,0,0,0
20030,0,0,0,0,1,0,0,0,0,0
20033,0,0,0,0,0,0,0,1,0,0
20034,0,0,0,0,1,1,1,1,1,0
20035,0,0,0,0,1,0,0,0,0,0
20036,0,0,0,0,0,0,1,0,0,1
20037,0,1,0,0,1,1,1,0,0,0
20038,0,1,0,0,0,1,0,0,0,0
20039,0,0,0,0,2,0,0,0,0,0
20040,0,0,1,1,0,0,0,0,0,0
20041,0,0,0,0,0,0,0,1,0,0
20042,0,0,0,0,0,2,0,0,0,0
20043,0,0,0,0,1,0,0,0,1,3
20044,0,0,0,0,0,2,0,0,0,0
20045,0,0,0,1,0,0,0,1,0,0
20046,0,0,0,0,0,0,1,0,1,1
20047,0,0,0,0,2,0,0,1,0,0
20048,0,0,0,0,0,0,0,0,1,1
20049,0,2,0,0,0,0,0,0,1,1
20051,0,0,0,0,1,0,0,1,0,0
20052,0,0,0,0,1,0,0,1,1,0
20053,0,0,0,0,1,0,1,0,0,0
20054,0,0,0,0,0,1,0,1,0,0
20055,0,0,0,0,1,0,0,0,0,0
20056,0,0,0,0,1,0,0,0,0,1
20057,0,0,0,0,0,0,1,0,0,0
20058,0,0,1,0,0,0,0,2,0,0
20060,0,0,0,0,0,1,1,0,0,0
20061,0,0,0,0,0,0,1,1,0,0
20062,0,1,0,0,0,0,2,0,0,0
20063,0,0,0,0,0,0,0,2,0,0
20065,0,0,0,0,0,0,0,1,0,0
20067,0,0,0,0,2,0,0,1,0,0
20068,0,0,0,1,0,0,0,0,0,0
20069,0,0,0,0,1,1,0,0,0,1
20070,0,0,0,1,1,0,0,0,0,0
20071,0,0,0,0,1,0,0,0,0,1
20072,0,0,1,0,1,0,0,0,0,1
20073,0,0,0,0,1,0,0,0,0,0
20074,0,0,1,0,0,0,0,0,0,1
20075,0,0,0,0,1,0,0,0,0,1
20076,0,1,0,1,0,1,0,0,0,0
20077,1,0,0,0,0,0,1,0,0,0
20078,0,1,0,0,0,0,0,0,0,0
20079,0,0,0,1,0,0,0,0,0,0
20080,0,0,0,0,0,0,1,0,0,0
20081,0,0,0,0,0,0,1,1,0,0
20082,0,0,0,0,1,0,1,1,0,0
20083,0,0,0,0,0,0,0,0,0,1
20084,0,0,0,1,0,0,0,1,0,1
20085,1,0,1,0,2,0,0,0,0,0
20086,0,0,0,0,0,0,0,1,0,0
20087,0,0,0,0,0,1,1,1,0,0
20088,0,1,0,0,1,0,0,0,0,0
20089,0,0,0,0,0,1,0,1,0,0
20090,0,0,0,0,1,0,0,0,0,1
20091,0,0,0,0,1,0,0,0,0,0
20092,1,0,0,0,0,0,0,0,0,0
20093,0,0,0,0,0,1,0,1,0,0
20094,0,0,0,0,1,0,0,0,0,0
20096,0,0,0,0,0,0,2,0,0,1
20097,0,0,0,1,0,0,0,0,0,2
20098,0,1,0,0,0,0,0,1,0,0
20100,0,0,0,0,0,1,0,0,0,0
20101,0,0,0,0,0,0,1,1,0,0
20102,0,0,0,0,1,0,0,0,0,0
20103,0,1,0,2,0,1,0,0,1,0
20104,0,0,0,0,0,0,0,0,0,1
20105,0,0,1,0,0,0,0,0,0,0
20106,0,0,0,0,0,1,0,0,0,0
20107,0,0,0,0,0,0,0,1,0,0
20108,0,0,0,1,0,0,0,0,0,1
20109,0,0,0,0,1,0,0,1,0,0
20110,0,0,0,0,2,0,0,0,0,1
20111,0,0,0,0,0,0,0,0,0,1
20112,0,1,0,0,1,0,0,1,1,0
20114,0,2,0,0,0,0,1,0,1,0
20116,0,0,0,0,0,0,0,1,1,0
20117,0,0,0,0,0,2,0,0,1,0
20118,0,0,0,0,1,0,0,0,0,0
20119,0,0,0,0,0,0,0,1,0,1
20120,0,0,0,0,0,0,0,1,0,0
20121,0,0,0,1,0,0,0,0,0,0
20122,0,0,0,0,0,1,0,0,0,0
20123,0,1,0,0,0,0,1,0,0,0
20125,0,1,0,0,0,0,0,0,0,0
20127,0,0,0,1,1,0,1,0,0,0
20128,0,0,1,0,0,0,0,1,0,0
20129,0,0,0,0,1,0,0,1,0,0
20130,1,1,0,0,0,0,0,0,0,0
20131,0,1,0,0,1,0,0,0,0,1
20132,0,0,0,0,0,0,0,0,0,1
20133,1,1,0,1,0,0,0,0,0,0
20134,0,1,0,0,0,1,0,2,0,0
20135,0,0,0,0,0,1,0,0,1,0
20136,0,0,0,0,1,0,0,0,0,0
20137,0,0,0,0,1,0,0,0,0,0
20138,0,0,0,0,1,0,0,1,0,0
20140,0,0,1,0,0,0,0,1,0,0
20141,0,0,0,0,1,0,0,0,0,0
20142,1,0,0,0,0,1,1,0,0,1
20143,0,0,1,0,0,1,0,1,0,0
20144,0,0,0,0,1,0,1,0,0,0
20146,0,0,0,0,0,0,1,0,0,1
20147,0,0,0,0,0,0,1,1,1,0
20148,0,0,0,0,2,0,0,1,0,0
20150,0,0,0,0,1,1,0,0,0,0
20151,0,0,0,1,0,1,1,1,0,0
20152,0,0,0,1,0,0,0,0,0,0
20153,0,1,0,0,1,0,0,1,0,0
20154,0,0,0,0,0,0,1,2,0,0
20155,0,0,1,0,2,1,0,0,0,0
20156,0,0,0,0,0,1,0,0,0,0
20157,0,0,0,0,0,0,1,1,1,0
20158,0,0,0,0,1,0,1,1,0,1
20159,0,0,2,2,0,0,0,1,0,0
20160,0,1,0,0,0,0,0,0,0,0
20161,0,0,0,1,0,0,0,1,0,0
20162,0,0,0,0,1,0,0,0,0,0
20163,0,0,0,0,1,0,0,1,0,0
20164,0,0,0,0,0,1,0,0,0,0
20168,0,0,0,0,0,0,0,0,0,2
20169,1,0,0,0,0,1,0,0,0,0
20170,0,0,0,0,0,0,0,1,0,1
20171,1,0,0,0,0,0,0,0,0,1
20172,0,0,0,0,0,1,0,1,0,0
20173,0,1,0,0,0,0,1,0,0,0
20174,0,0,0,0,0,0,1,1,0,0
20176,0,0,0,0,0,0,0,1,0,0
20177,0,0,0,0,0,0,1,0,0,0
20178,0,0,0,1,0,0,0,0,0,0
20179,0,0,0,0,1,0,0,0,1,0
20180,0,1,0,1,0,0,0,0,0,1
20182,0,0,0,0,0,0,0,0,1,0
20184,0,1,0,0,0,0,0,0,0,0
20185,0,0,0,1,0,1,0,0,0,1
20186,0,0,0,0,1,0,1,0,0,0
20187,0,2,0,0,0,0,1,0,0,0
20188,0,0,0,1,0,1,0,1,0,0
20189,0,0,0,0,0,0,1,0,0,0
20190,0,0,0,0,0,1,0,0,0,0
20191,0,0,0,0,0,0,0,0,1,0
20193,0,0,0,0,2,0,0,0,0,0
20194,0,0,1,1,0,0,0,1,0,0
20195,0,0,0,1,0,0,0,1,0,0
20196,0,0,0,0,2,0,0,0,0,0
20197,0,1,0,0,0,0,0,0,0,0
20199,0,0,0,0,1,0,0,0,0,0
20200,0,0,0,1,0,0,1,0,0,0
20201,0,0,0,0,0,0,0,1,0,0
20202,0,0,0,0,0,0,0,1,0,0
20203,0,0,0,0,1,0,0,0,0,0
20204,0,0,0,0,0,0,0,1,0,0
20205,0,1,1,0,0,0,0,0,0,0
20206,0,0,0,0,2,0,0,0,0,1
20208,0,0,0,1,2,0,0,0,0,0
20209,0,0,1,0,0,0,2,0,0,0
20210,0,0,0,0,0,0,0,0,0,1
20211,0,0,0,0,0,0,0,0,0,2
20212,0,1,0,0,1,1,0,0,0,0
20213,0,0,0,0,1,0,0,0,0,1
20214,0,0,1,1,0,0,0,0,0,0
20215,0,0,0,0,0,0,0,0,1,0
20218,0,0,0,1,0,1,0,0,0,0
20219,0,0,0,1,0,0,0,1,0,1
20220,0,0,0,1,0,0,0,1,0,1
20221,0,1,1,0,0,0,0,0,0,0
20222,0,0,0,0,1,1,1,1,1,0
20224,0,0,0,0,1,0,0,0,2,0
20225,0,0,0,1,0,0,0,0,0,0
20228,0,0,0,0,0,0,0,2,0,0
20230,1,0,0,0,1,0,0,0,0,0
20232,0,0,0,0,1,0,0,1,0,0
20233,0,0,0,0,1,0,0,0,0,0
20234,0,0,0,1,0,0,1,0,0,1
20236,1,0,0,0,1,0,0,0,0,0
20237,0,0,0,0,0,1,0,1,0,0
20238,0,0,1,0,0,0,0,0,0,0
20240,0,0,0,0,0,0,1,1,0,0
20242,0,0,0,0,0,0,0,0,1,0
20243,0,0,0,1,0,0,0,2,0,1
20244,0,0,0,1,1,0,0,2,0,0
20245,0,0,1,0,0,0,0,0,0,0
20246,0,0,0,1,0,0,0,1,0,1
20248,0,0,0,1,1,1,0,0,0,0
20250,0,0,0,1,1,0,0,0,0,0
20251,0,0,0,0,0,0,0,0,0,1
20252,0,0,1,1,0,0,1,0,0,0
20253,0,0,0,0,1,0,0,0,0,0
20254,0,0,0,0,0,0,0,0,1,0
20255,0,0,0,0,0,1,0,0,0,0
20256,0,1,0,0,0,0,0,1,0,0
20257,1,0,0,0,0,0,0,0,0,0
20258,0,0,0,0,0,1,1,0,0,1
20259,1,0,0,0,0,0,0,2,0,0
20261,0,1,0,0,0,0,0,1,0,1
20262,0,0,0,0,0,0,0,1,0,0
20263,0,0,0,0,0,0,1,0,0,0
20266,0,0,0,0,0,1,0,0,1,0
20267,0,0,0,0,0,0,0,1,0,0
20269,0,1,0,0,0,0,0,0,0,0
20270,0,0,0,0,1,0,0,0,0,0
20273,0,0,0,0,0,0,0,0,0,3
20274,0,0,0,0,0,0,0,0,1,0
20275,0,0,0,0,1,0,0,1,1,0
20276,0,0,0,0,1,0,1,1,0,1
20277,0,1,0,0,0,1,1,0,0,0
20278,0,0,0,0,0,0,0,1,0,0
20279,0,0,0,0,0,0,1,1,0,0
20281,0,0,1,1,2,0,0,0,0,0
20282,0,0,0,0,0,0,0,1,0,0
20283,0,0,0,0,0,0,0,1,0,0
20284,0,1,0,0,0,0,0,0,0,0
20285,0,0,1,0,0,0,0,0,1,0
20286,0,0,0,0,1,1,0,0,0,0
20287,0,0,0,0,0,0,0,1,0,1
20288,0,0,0,0,1,1,1,1,0,0
20289,0,0,0,0,1,0,0,3,0,0
20291,0,0,0,0,1,0,1,0,0,0
20292,0,0,0,0,0,1,0,0,0,0
20293,0,0,0,0,0,0,0,0,1,2
20296,0,0,0,1,0,0,0,0,0,1
20299,0,0,0,0,0,0,0,0,0,2
20300,0,1,0,0,0,0,0,1,0,1
20301,0,1,0,1,0,0,0,0,0,0
20302,0,0,0,1,1,0,1,0,0,0
20303,0,0,0,0,1,0,0,0,0,1
20304,0,1,0,0,0,0,0,0,0,0
20305,0,0,0,1,1,0,0,0,0,1
20306,0,0,0,0,0,0,0,0,0,1
20308,0,1,0,0,0,0,0,0,0,0
20309,0,0,0,0,1,1,0,0,0,0
20311,0,0,1,0,0,0,1,0,0,0
20314,0,0,0,0,1,0,0,0,0,1
20316,0,0,0,0,0,0,0,0,0,1
20317,0,0,2,0,0,0,0,0,1,0
20318,0,0,0,0,1,1,1,0,0,0
20319,0,0,0,0,0,1,0,1,0,0
20323,0,0,0,0,0,0,1,1,0,1
20324,0,0,0,0,0,0,1,0,0,1
20325,0,0,0,0,0,1,0,0,0,0
20327,0,0,0,2,0,0,0,0,0,0
20328,0,0,0,0,0,0,0,0,0,1
20330,0,0,1,0,0,0,0,0,0,0
20331,1,0,0,0,1,0,0,0,1,0
20332,0,0,0,1,0,0,0,0,0,0
20333,0,0,0,0,0,0,0,0,0,1
20334,0,0,0,1,0,1,0,0,0,0
20335,0,0,0,0,0,0,1,0,0,1
20337,0,0,0,1,0,0,0,0,0,0
20339,0,0,0,0,2,0,0,0,0,0
20340,0,0,0,0,0,1,0,0,1,0
20341,0,0,0,0,2,0,0,0,0,0
20342,0,0,1,0,0,0,0,0,0,0
20343,0,0,0,0,0,0,1,0,0,0
20344,0,0,0,0,1,1,0,0,0,0
20345,0,0,0,1,0,0,1,0,0,0
20346,0,0,0,0,1,0,1,1,0,0
20347,0,1,0,0,0,0,0,1,0,0
20348,0,0,0,0,0,0,0,1,0,0
20349,0,0,0,0,0,0,0,0,0,1
20350,0,0,0,1,1,0,0,0,1,0
20351,0,0,0,1,0,0,1,1,0,0
20352,0,0,0,0,0,1,0,0,0,1
20356,1,0,0,0,0,1,0,0,0,0
20357,0,0,0,0,0,0,0,0,0,1
20358,0,0,0,0,1,1,0,0,0,0
20359,0,0,1,0,0,0,0,0,0,0
20360,0,0,0,0,0,0,1,0,0,0
20361,0,0,0,0,0,0,0,1,0,0
20362,0,0,0,0,0,1,0,1,0,0
20364,0,0,0,1,0,0,0,0,0,0
20366,0,0,1,0,1,1,0,0,0,1
20367,0,0,0,0,0,0,0,0,0,1
20369,0,0,0,0,0,0,0,2,0,0
20373,0,1,0,1,1,0,0,1,1,0
20374,0,1,0,0,0,0,0,0,1,0
20375,0,0,0,0,0,1,0,0,0,0
20376,0,1,0,0,1,0,0,0,0,0
20377,0,0,0,1,0,0,1,0,0,0
20378,0,1,1,0,0,0,0,0,0,1
20379,0,0,0,0,0,0,0,0,0,2
20380,0,1,1,0,0,0,0,1,0,0
20381,0,0,0,0,0,0,0,0,1,1
20383,1,0,0,0,0,1,0,0,0,0
20384,0,0,0,0,1,1,0,0,0,0
20386,0,0,0,0,0,1,0,0,0,0
20387,0,0,0,0,0,0,0,0,0,1
20388,0,0,0,0,0,1,0,2,0,0
20390,0,0,0,0,0,0,0,1,0,1
20391,0,0,0,0,0,2,0,1,0,0
20392,0,0,0,0,1,0,0,1,1,1
20393,0,0,0,0,1,0,0,0,0,0
20394,1,0,0,0,0,0,0,0,1,0
